sname_0,name_1,mother_2,birthday_3,birthmonth_4,birthdate_5,matgroup_6,currentgroup_7,sex_8,birthyear_9,mom_10,dad_11,father_12,conceptiondate_13,concepday_14,conceptmonth_15,conceptyear_16,momgrp_17,dadgrp_18
UMA,UMA     ,Ursa    ,29,JAN,29/01/1991,Lodge    ,unknown  ,Female  ,1991,URS,unknown, ------,11/08/1990,11,AUG,1990,3,unknown
WAY,WAYO    ,Wacha   ,8,FEB,08/02/1991,Hook's   ,unknown  ,Male    ,1991,WAC,unknown, ------,28/08/1990,28,AUG,1990,2,unknown
JEF,JEFF    ,Jadu    ,30,MAR,30/03/1991,Lodge    ,unknown  ,Male    ,1991,JAD,unknown, ------,14/10/1990,14,OCT,1990,3,unknown
DAN,DANA    ,Dada    ,1,MAY,01/05/1991,Lodge    ,unknown  ,Female  ,1991,DAD,DIX,Dixon   ,05/11/1990,5,NOV,1990,3,3
USO,USO     ,Udi     ,1,MAY,01/05/1991,Lodge    ,unknown  ,Male    ,1991,UDI,unknown, ------,31/10/1990,31,OCT,1990,3,unknown
OTI,OTIS    ,unknown ,20,JUN,20/06/1991,immigrant,unknown  ,Male    ,1991,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
HAM,HAMMER  ,Handle  ,3,JUL,03/07/1991,Nyayo's  ,unknown  ,Female  ,1991,HAN,INZ,Inzi    ,26/12/1990,26,DEC,1990,1.1,1.2
FOT,FOTO    ,Fumbo   ,3,JUL,03/07/1991,Nyayo's  ,unknown  ,Female  ,1991,FUM,unknown, ------,29/12/1990,29,DEC,1990,1.1,unknown
VID,VIDA    ,Viva    ,15,JUL,15/07/1991,Dotty's  ,unknown  ,Male    ,1991,VIV,TYC,Tycho   ,23/01/1991,23,JAN,1991,1.2,1.2
HAH,HAHA    ,Heko    ,25,JUL,25/07/1991,Nyayo's  ,unknown  ,Male    ,1991,HEK,unknown, ------,30/01/1991,30,JAN,1991,1.1,unknown
DEL,DELTA   ,Dudu    ,2,AUG,02/08/1991,Nyayo's  ,unknown  ,Male    ,1991,DUD,unknown, ------,01/02/1991,1,FEB,1991,1.1,unknown
HEL,HELEN   ,Heidi   ,5,AUG,05/08/1991,Nyayo's  ,unknown  ,Female  ,1991,HEI,NOL,Nol     ,13/02/1991,13,FEB,1991,1.1,1.1
JAC,JACKSON ,Juu     ,28,AUG,28/08/1991,Lodge    ,unknown  ,Male    ,1991,JUU,unknown, ------,06/03/1991,6,MAR,1991,3,unknown
CRA,CRANE   ,Cheka   ,5,SEP,05/09/1991,Nyayo's  ,unknown  ,Female  ,1991,CHE,unknown, ------,02/03/1991,2,MAR,1991,1.1,unknown
KIL,KILO    ,unknown ,7,SEP,07/09/1991,immigrant,unknown  ,Male    ,1991,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
STK,STONE   ,Spetter ,8,SEP,08/09/1991,Proton's ,unknown  ,Female  ,1991,SPE,unknown, ------,20/03/1991,20,MAR,1991,1.3,unknown
LAZ,LAZA    ,Limau   ,12,SEP,12/09/1991,Hook's   ,unknown  ,Female  ,1991,LIM,PEP,Pepo    ,08/04/1991,8,APR,1991,2,2
ECH,ECHO    ,Ella    ,21,SEP,21/09/1991,Dotty's  ,unknown  ,Female  ,1991,ELL,unknown, ------,20/03/1991,20,MAR,1991,1.2,unknown
JOH,JOHARI  ,Jeri    ,23,SEP,23/09/1991,Lodge    ,unknown  ,Male    ,1991,JER,unknown, ------,29/03/1991,29,MAR,1991,3,unknown
WIK,WIKI    ,Whiskey ,8,OCT,08/10/1991,Hook's   ,unknown  ,Male    ,1991,WHI,NEL,Nelson  ,18/04/1991,18,APR,1991,2,2
REX,REX     ,unknown ,16,OCT,16/10/1991,immigrant,unknown  ,Male    ,1991,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
ROB,ROB     ,Raha    ,28,OCT,28/10/1991,Lodge    ,unknown  ,Male    ,1991,RAH,unknown, ------,08/05/1991,8,MAY,1991,3,unknown
UNI,UNIK    ,Ursa    ,1,NOV,01/11/1991,Lodge    ,unknown  ,Female  ,1991,URS,unknown, ------,07/05/1991,7,MAY,1991,3,unknown
JAY,JAY     ,Juha    ,12,NOV,12/11/1991,Lodge    ,unknown  ,Male    ,1991,JUH,unknown, ------,19/05/1991,19,MAY,1991,3,unknown
BOZ,BOZO    ,Betty   ,12,NOV,12/11/1991,Lodge    ,unknown  ,Male    ,1991,BET,unknown, ------,20/05/1991,20,MAY,1991,3,unknown
UDO,UDON    ,Umbo    ,24,NOV,24/11/1991,Lodge    ,unknown  ,Male    ,1991,UMB,unknown, ------,27/05/1991,27,MAY,1991,3,unknown
ROL,ROLLER  ,Rita    ,26,NOV,26/11/1991,Lodge    ,unknown  ,Male    ,1991,RIT,unknown, ------,07/06/1991,7,JUN,1991,3,unknown
VIP,VIPI    ,Vixen   ,15,DEC,15/12/1991,Dotty's  ,unknown  ,Male    ,1991,VIX,NGG,Noggin  ,22/05/1991,22,MAY,1991,1.2,1.2
WEE,WEETA   ,Wacha   ,24,DEC,24/12/1991,Hook's   ,unknown  ,Female  ,1991,WAC,unknown, ------,28/06/1991,28,JUN,1991,2,unknown
JOG,JOGOO   ,Janet   ,26,DEC,26/12/1991,Proton's ,unknown  ,Male    ,1991,JNT,unknown, ------,27/06/1991,27,JUN,1991,1.3,unknown
MYS,MYSTERY ,Moja    ,28,DEC,28/12/1991,Hook's   ,unknown  ,Female  ,1991,MOJ,PEP,Pepo    ,05/07/1991,5,JUL,1991,2,2
MUS,MUSIC   ,Mwezi   ,1,JAN,01/01/1992,Lodge    ,unknown  ,Female  ,1992,MWE,unknown, ------,29/06/1991,29,JUN,1991,3,unknown
LIO,LIONEL  ,Linda   ,4,JAN,04/01/1992,Hook's   ,unknown  ,Male    ,1992,LIN,DIS,Disco   ,14/07/1991,14,JUL,1991,2,2
ROU,ROUND   ,Rembo   ,9,JAN,09/01/1992,Lodge    ,unknown  ,Male    ,1992,REM,unknown, ------,08/07/1991,8,JUL,1991,3,unknown
ASH,ASHA    ,Alfa    ,9,JAN,09/01/1992,Dotty's  ,unknown  ,Female  ,1992,ALF,INZ,Inzi    ,15/07/1991,15,JUL,1991,1.2,1.2
OST,OSTRICH ,Oreo    ,10,JAN,10/01/1992,Dotty's  ,unknown  ,Female  ,1992,ORE,INZ,Inzi    ,12/07/1991,12,JUL,1991,1.2,1.2
OFR,OFFER   ,Omo     ,11,JAN,11/01/1992,Dotty's  ,unknown  ,Female  ,1992,OMO,INZ,Inzi    ,17/07/1991,17,JUL,1991,1.2,1.2
NIL,NILE    ,Neena   ,12,JAN,12/01/1992,Hook's   ,unknown  ,Female  ,1992,NEE,unknown, ------,18/07/1991,18,JUL,1991,2,unknown
WAR,WART    ,Wema    ,13,JAN,13/01/1992,Hook's   ,unknown  ,Female  ,1992,WEM,KEI,Keith   ,16/07/1991,16,JUL,1991,2,2
JIV,JIVE    ,Jadu    ,7,FEB,07/02/1992,Lodge    ,unknown  ,Male    ,1992,JAD,ULT,Ultra   ,09/08/1991,9,AUG,1991,3,3
DE1,DEMI    ,Dazi    ,22,FEB,22/02/1992,Lodge    ,unknown  ,Female  ,1992,DAZ,unknown, ------,01/09/1991,1,SEP,1991,3,unknown
HOP,HOPE    ,Huru    ,23,FEB,23/02/1992,Nyayo's  ,unknown  ,Female  ,1992,HUR,unknown, ------,24/07/1991,24,JUL,1991,1.1,unknown
SHA,SHARK   ,Sidai   ,24,FEB,24/02/1992,Nyayo's  ,unknown  ,Male    ,1992,SID,ELF,Elfu    ,22/09/1991,22,SEP,1991,1.1,1.1
NYU,NYUKI   ,Nyota   ,20,MAR,20/03/1992,Hook's   ,unknown  ,Male    ,1992,NYO,KEI,Keith   ,29/09/1991,29,SEP,1991,2,2
PUM,PUMA    ,Penny   ,26,MAR,26/03/1992,Hook's   ,unknown  ,Female  ,1992,PEN,DEN,Dennis  ,18/10/1991,18,OCT,1991,2,2
ZAI,ZAIKO   ,unknown ,21,APR,21/04/1992,immigrant,unknown  ,Male    ,1992,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
PUN,PUNISH  ,Prudy   ,19,MAY,19/05/1992,Hook's   ,unknown  ,Male    ,1992,PRU,unknown, ------,23/11/1991,23,NOV,1991,2,unknown
LOF,LOFTY   ,Lamu    ,21,MAY,21/05/1992,Hook's   ,unknown  ,Male    ,1992,LAM,FAV,Favas   ,05/12/1991,5,DEC,1991,2,2
DOL,DOLPHIN ,Dada    ,29,MAY,29/05/1992,Lodge    ,unknown  ,Female  ,1992,DAD,unknown, ------,26/11/1991,26,NOV,1991,3,unknown
CAK,CAKE    ,Scion   ,5,JUN,05/06/1992,Proton's ,unknown  ,Male    ,1992,SCI,unknown, ------,30/11/1991,30,NOV,1991,1.3,unknown
VIE,VIENNA  ,Venus   ,10,JUN,10/06/1992,Dotty's  ,unknown  ,Female  ,1992,VEN,unknown, ------,15/12/1991,15,DEC,1991,1.2,unknown
WOM,WOMBAT  ,Waka    ,12,JUN,12/06/1992,Hook's   ,unknown  ,Female  ,1992,WAK,PEP,Pepo    ,20/12/1991,20,DEC,1991,2,2
SOU,SOUPE   ,Sana    ,15,JUN,15/06/1992,Nyayo's  ,unknown  ,Female  ,1992,SAN,NEP,Neptune ,20/12/1991,20,DEC,1991,1.1,1.1
NCH,NCHI    ,Nix     ,17,JUN,17/06/1992,Hook's   ,unknown  ,Female  ,1992,NIX,FAV,Favas   ,25/12/1991,25,DEC,1991,2,2
BLU,BLUE    ,unknown ,26,JUN,26/06/1992,immigrant,unknown  ,Male    ,1992,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
DIM,DIME    ,Dira    ,2,JUL,02/07/1992,Lodge    ,unknown  ,Female  ,1992,DIR,unknown, ------,30/12/1991,30,DEC,1991,3,unknown
NAT,NATURE  ,Nyayo   ,10,JUL,10/07/1992,Nyayo's  ,unknown  ,Male    ,1992,NYA,ELF,Elfu    ,14/01/1992,14,JAN,1992,1.1,1.1
DIV,DIVE    ,Dotty   ,10,JUL,10/07/1992,Dotty's  ,unknown  ,Male    ,1992,DOT,INZ,Inzi    ,15/01/1992,15,JAN,1992,1.2,1.2
LAV,LAVA    ,Lona    ,21,JUL,21/07/1992,Hook's   ,unknown  ,Female  ,1992,LON,RUT,Ruto    ,01/02/1992,1,FEB,1992,2,2
JIM,JIM     ,Juu     ,28,JUL,28/07/1992,Lodge    ,unknown  ,Male    ,1992,JUU,unknown, ------,23/01/1992,23,JAN,1992,3,unknown
PUF,PUFF    ,Proton  ,10,AUG,10/08/1992,Proton's ,unknown  ,Female  ,1992,PRO,unknown, ------,04/02/1992,4,FEB,1992,1.3,unknown
VAN,VANGA   ,Vortex  ,10,AUG,10/08/1992,Dotty's  ,unknown  ,Male    ,1992,VOR,INZ,Inzi    ,22/02/1992,22,FEB,1992,1.2,1.2
VAS,VASCO   ,Voi     ,14,AUG,14/08/1992,Proton's ,unknown  ,Male    ,1992,VOI,unknown, ------,15/01/1992,15,JAN,1992,1.3,unknown
MEN,MENO    ,Melok   ,19,AUG,19/08/1992,Lodge    ,unknown  ,Female  ,1992,MEL,unknown, ------,17/02/1992,17,FEB,1992,3,unknown
KOP,KOPA    ,Kathryn ,28,AUG,28/08/1992,Hook's   ,unknown  ,Male    ,1992,KAT,unknown, ------,04/03/1992,4,MAR,1992,2,unknown
LAC,LACROSSE,Luna    ,3,SEP,03/09/1992,Hook's   ,unknown  ,Female  ,1992,LUN,unknown, ------,08/03/1992,8,MAR,1992,2,unknown
CAP,CAPE    ,Celeste ,21,SEP,21/09/1992,Nyayo's  ,unknown  ,Female  ,1992,CEL,unknown, ------,30/03/1992,30,MAR,1992,1.1,unknown
LIB,LIBERTY ,Lele    ,28,SEP,28/09/1992,Hook's   ,unknown  ,Male    ,1992,LEL,POL,Pole    ,12/04/1992,12,APR,1992,2,2
KER,KERNEL  ,Kelly   ,6,OCT,06/10/1992,Hook's   ,unknown  ,Male    ,1992,KEL,PEP,Pepo    ,13/04/1992,13,APR,1992,2,2
JET,JET     ,Joy     ,13,OCT,13/10/1992,Lodge    ,unknown  ,Male    ,1992,JOY,unknown, ------,12/04/1992,12,APR,1992,3,unknown
TAL,TALBOT  ,unknown ,16,OCT,16/10/1992,immigrant,unknown  ,Male    ,1992,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
NAF,NAFUU   ,Nipo    ,19,OCT,19/10/1992,Hook's   ,unknown  ,Male    ,1992,NIP,POL,Pole    ,25/04/1992,25,APR,1992,2,2
VAM,VAMP    ,Vera    ,31,OCT,31/10/1992,Proton's ,unknown  ,Male    ,1992,VER,unknown, ------,05/05/1992,5,MAY,1992,1.3,unknown
ULN,ULNA    ,Udi     ,5,DEC,05/12/1992,Lodge    ,unknown  ,Male    ,1992,UDI,unknown, ------,08/06/1992,8,JUN,1992,3,unknown
HAP,HAPPY   ,Heidi   ,17,DEC,17/12/1992,Nyayo's  ,unknown  ,Male    ,1992,HEI,NOL,Nol     ,28/06/1992,28,JUN,1992,1.1,1.1
ZIZ,ZIZI    ,unknown ,22,DEC,22/12/1992,immigrant,unknown  ,Male    ,1992,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
SAP,SAP     ,Spetter ,24,DEC,24/12/1992,Proton's ,unknown  ,Female  ,1992,SPE,unknown, ------,17/06/1992,17,JUN,1992,1.3,unknown
RIZ,RIZ     ,Rita    ,25,DEC,25/12/1992,Lodge    ,unknown  ,Female  ,1992,RIT,ULT,Ultra   ,01/07/1992,1,JUL,1992,3,3
POU,POUND   ,Prudy   ,29,DEC,29/12/1992,Hook's   ,unknown  ,Male    ,1992,PRU,POL,Pole    ,06/07/1992,6,JUL,1992,2,2
JOI,JOINT   ,Jazz    ,2,JAN,02/01/1993,Lodge    ,unknown  ,Male    ,1993,JAZ,unknown, ------,08/07/1992,8,JUL,1992,3,unknown
WID,WIDOW   ,Wendy   ,2,JAN,02/01/1993,Hook's   ,unknown  ,Male    ,1993,WEN,POL,Pole    ,16/07/1992,16,JUL,1992,2,2
FAC,FACE    ,Fumbo   ,7,JAN,07/01/1993,Nyayo's  ,unknown  ,Female  ,1993,FUM,ELF,Elfu    ,05/07/1992,5,JUL,1992,1.1,1.1
VET,VET     ,Vixen   ,13,JAN,13/01/1993,Dotty's  ,unknown  ,Female  ,1993,VIX,INZ,Inzi    ,10/07/1992,10,JUL,1992,1.2,1.2
SAV,SAVE    ,Sunbird ,22,JAN,22/01/1993,Proton's ,unknown  ,Male    ,1993,SUN,unknown, ------,08/08/1992,8,AUG,1992,1.3,unknown
LID,LIDO    ,Limau   ,26,JAN,26/01/1993,Hook's   ,unknown  ,Female  ,1993,LIM,POL,Pole    ,05/08/1992,5,AUG,1992,2,2
DIE,DIET    ,Dudu    ,27,JAN,27/01/1993,Nyayo's  ,unknown  ,Female  ,1993,DUD,unknown, ------,12/08/1992,12,AUG,1992,1.1,unknown
BRA,BRAISE  ,Betty   ,4,FEB,04/02/1993,Lodge    ,unknown  ,Male    ,1993,BET,unknown, ------,03/08/1992,3,AUG,1992,3,unknown
AJA,AJABU   ,Alfa    ,4,FEB,04/02/1993,Dotty's  ,unknown  ,Male    ,1993,ALF,unknown, ------,05/08/1992,5,AUG,1992,1.2,unknown
VIL,VILLA   ,Viva    ,4,FEB,04/02/1993,Dotty's  ,unknown  ,Male    ,1993,VIV,INZ,Inzi    ,15/08/1992,15,AUG,1992,1.2,1.2
UNO,UNO     ,Umbo    ,16,FEB,16/02/1993,Lodge    ,unknown  ,Female  ,1993,UMB,unknown, ------,24/08/1992,24,AUG,1992,3,unknown
SIM,SIMA    ,Sima    ,20,FEB,20/02/1993,Nyayo's  ,unknown  ,Female  ,1993,SID,unknown, ------,23/08/1992,23,AUG,1992,1.1,unknown
GRI,GRIVET  ,unknown ,24,FEB,24/02/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
WAI,WAILER  ,Whiskey ,2,MAR,02/03/1993,Hook's   ,unknown  ,Female  ,1993,WHI,unknown, ------,03/09/1992,3,SEP,1992,2,unknown
JAI,JAIRUS  ,Jadu    ,6,MAR,06/03/1993,Lodge    ,unknown  ,Male    ,1993,JAD,unknown, ------,08/09/1992,8,SEP,1992,3,unknown
COF,COFFEE  ,Cheka   ,14,MAR,14/03/1993,Nyayo's  ,unknown  ,Male    ,1993,CHE,unknown, ------,15/09/1992,15,SEP,1992,1.1,unknown
RAM,RAMBO   ,Raha    ,15,MAR,15/03/1993,Lodge    ,unknown  ,Male    ,1993,RAH,unknown, ------,18/09/1992,18,SEP,1992,3,unknown
HOM,HOME    ,Handle  ,30,MAR,30/03/1993,Nyayo's  ,unknown  ,Female  ,1993,HAN,unknown, ------,01/10/1992,1,OCT,1992,1.1,unknown
HIB,HIBISCUS,Heko    ,5,APR,05/04/1993,Nyayo's  ,unknown  ,Male    ,1993,HEK,ELF,Elfu    ,09/10/1992,9,OCT,1992,1.1,1.1
ORA,ORANGE  ,Oreo    ,17,APR,17/04/1993,Dotty's  ,unknown  ,Male    ,1993,ORE,unknown, ------,02/10/1992,2,OCT,1992,1.2,unknown
WAW,WAWA    ,Wacha   ,18,APR,18/04/1993,Hook's   ,unknown  ,Male    ,1993,WAC,unknown, ------,29/10/1992,29,OCT,1992,2,unknown
ULA,ULAFI   ,Ursa    ,10,MAY,10/05/1993,Lodge    ,unknown  ,Female  ,1993,URS,ZID,Zidi    ,15/11/1992,15,NOV,1992,3,3
ZUK,ZUKA    ,unknown ,15,MAY,15/05/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
ORN,ORNETTE ,unknown ,28,MAY,28/05/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
HAB,HABA    ,Huru    ,1,JUN,01/06/1993,Nyayo's  ,unknown  ,Male    ,1993,HUR,unknown, ------,30/12/1992,30,DEC,1992,1.1,unknown
JIB,JIBU    ,Jeri    ,11,JUN,11/06/1993,Lodge    ,unknown  ,Female  ,1993,JER,ULT,Ultra   ,18/12/1992,18,DEC,1992,3,3
CAM,CAMEROON,Casey   ,20,JUN,20/06/1993,Proton's ,unknown  ,Female  ,1993,CAS,unknown, ------,24/12/1992,24,DEC,1992,1.3,unknown
SUR,SURE    ,Sana    ,4,JUL,04/07/1993,Nyayo's  ,unknown  ,Female  ,1993,SAN,unknown, ------,07/01/1993,7,JAN,1993,1.1,unknown
BAG,BAGINE  ,unknown ,13,JUL,13/07/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
DEW,DEW     ,Dew     ,14,JUL,14/07/1993,Lodge    ,unknown  ,Female  ,1993,DAD,unknown, ------,17/01/1993,17,JAN,1993,3,unknown
MOZ,MOZAMBIQUE,unknown ,28,JUL,28/07/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
LAD,LADHA   ,Lark    ,9,AUG,09/08/1993,Hook's   ,unknown  ,Female  ,1993,LAR,KEI,Keith   ,14/02/1993,14,FEB,1993,2,2
NAV,NAVY    ,Neena   ,11,AUG,11/08/1993,Hook's   ,unknown  ,Male    ,1993,NEE,JIT,Jitu    ,07/02/1993,7,FEB,1993,2,2
COC,COCOA   ,Scion   ,14,AUG,14/08/1993,Proton's ,unknown  ,Male    ,1993,SCI,unknown, ------,17/02/1993,17,FEB,1993,1.3,unknown
DJI,DJIBOUTI,unknown ,28,AUG,28/08/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
UPA,UPA     ,Uto     ,31,AUG,31/08/1993,Lodge    ,unknown  ,Male    ,1993,UTO,unknown, ------,05/03/1993,5,MAR,1993,3,unknown
WAD,WADE    ,Wema    ,2,SEP,02/09/1993,Hook's   ,unknown  ,Female  ,1993,WEM,KEI,Keith   ,08/03/1993,8,MAR,1993,2,2
PAL,PALESTINE,Paka    ,6,SEP,06/09/1993,Proton's ,unknown  ,Male    ,1993,PAK,unknown, ------,12/03/1993,12,MAR,1993,1.3,unknown
WAS,WASP    ,Weaver  ,18,SEP,18/09/1993,Hook's   ,unknown  ,Female  ,1993,WEA,JIT,Jitu    ,22/03/1993,22,MAR,1993,2,2
DIA,DIANI   ,Dazi    ,20,SEP,20/09/1993,Lodge    ,unknown  ,Female  ,1993,DAZ,unknown, ------,26/03/1993,26,MAR,1993,3,unknown
WAU,WAUGH   ,Waka    ,20,SEP,20/09/1993,Hook's   ,unknown  ,Male    ,1993,WAK,unknown, ------,27/03/1993,27,MAR,1993,2,unknown
LIG,LIGHT   ,Lamu    ,25,SEP,25/09/1993,Hook's   ,unknown  ,Female  ,1993,LAM,unknown, ------,07/04/1993,7,APR,1993,2,unknown
RAC,RACE    ,Rembo   ,30,SEP,30/09/1993,Lodge    ,unknown  ,Female  ,1993,REM,ULT,Ultra   ,31/03/1993,31,MAR,1993,3,3
VAL,VALVE   ,Vortex  ,23,OCT,23/10/1993,Dotty's  ,unknown  ,Female  ,1993,VOR,unknown, ------,14/05/1993,14,MAY,1993,1.2,unknown
VAC,VACCINE ,Venus   ,23,OCT,23/10/1993,Dotty's  ,unknown  ,Male    ,1993,VEN,unknown, ------,16/05/1993,16,MAY,1993,1.2,unknown
OVE,OVEN    ,Omo     ,1,NOV,01/11/1993,Dotty's  ,unknown  ,Male    ,1993,OMO,unknown, ------,11/05/1993,11,MAY,1993,1.2,unknown
NOB,NOBEL   ,Nightjar,16,NOV,16/11/1993,Hook's   ,unknown  ,Female  ,1993,NIG,PEP,Pepo    ,24/05/1993,24,MAY,1993,2,2
NOT,NOTCH   ,Nzige   ,20,NOV,20/11/1993,Lodge    ,unknown  ,Male    ,1993,NZI,unknown, ------,24/05/1993,24,MAY,1993,3,unknown
PAU,PAULA   ,Penny   ,26,NOV,26/11/1993,Hook's   ,unknown  ,Female  ,1993,PEN,unknown, ------,01/06/1993,1,JUN,1993,2,unknown
LUG,LUGHA   ,Linda   ,4,DEC,04/12/1993,Hook's   ,unknown  ,Male    ,1993,LIN,JIT,Jitu    ,11/06/1993,11,JUN,1993,2,2
MEA,MEAL    ,Mwezi   ,15,DEC,15/12/1993,Lodge    ,unknown  ,Female  ,1993,MWE,NUG,Nugu    ,21/06/1993,21,JUN,1993,3,3
BEE,BEE     ,Binti   ,20,DEC,20/12/1993,Lodge    ,unknown  ,Male    ,1993,BIN,ULT,Ultra   ,23/06/1993,23,JUN,1993,3,3
PHO,PHOEBE  ,Pizza   ,22,DEC,22/12/1993,Proton's ,unknown  ,Male    ,1993,PIZ,unknown, ------,27/06/1993,27,JUN,1993,1.3,unknown
UHU,UHURU   ,unknown ,26,DEC,26/12/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
ZIG,ZIGI    ,unknown ,30,DEC,30/12/1993,immigrant,unknown  ,Male    ,1993,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
MEC,MECCA   ,Meta    ,8,JAN,08/01/1994,Lodge    ,unknown  ,Male    ,1994,MET,unknown, ------,12/07/1993,12,JUL,1993,3,unknown
MAP,MAPLE   ,Moja    ,15,JAN,15/01/1994,Hook's   ,unknown  ,Female  ,1994,MOJ,unknown, ------,30/07/1993,30,JUL,1993,2,unknown
BOW,BOWL    ,Betty   ,20,JAN,20/01/1994,Lodge    ,unknown  ,Male    ,1994,BET,unknown, ------,22/07/1993,22,JUL,1993,3,unknown
NAP,NAP     ,Nix     ,1,FEB,01/02/1994,Hook's   ,unknown  ,Female  ,1994,NIX,KEI,Keith   ,15/08/1993,15,AUG,1993,2,2
HOL,HOLLAND ,Hali    ,15,FEB,15/02/1994,Nyayo's  ,unknown  ,Female  ,1994,HAL,ELF,Elfu    ,21/08/1993,21,AUG,1993,1.1,1.1
ROV,ROVER   ,Riba    ,28,FEB,28/02/1994,Lodge    ,unknown  ,Female  ,1994,RIB,ULT,Ultra   ,07/09/1993,7,SEP,1993,3,3
RUP,RUPEE   ,Rita    ,28,FEB,28/02/1994,Lodge    ,unknown  ,Female  ,1994,RIT,unknown, ------,07/09/1993,7,SEP,1993,3,unknown
SPR,SPRITE  ,Spetter ,3,MAR,03/03/1994,Proton's ,unknown  ,Male    ,1994,SPE,unknown, ------,06/09/1993,6,SEP,1993,1.3,unknown
AZI,AZIMA   ,unknown ,7,MAR,07/03/1994,immigrant,unknown  ,Male    ,1994,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
KIZ,KIZITO  ,unknown ,17,MAR,17/03/1994,immigrant,unknown  ,Male    ,1994,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
UTH,UTHI    ,Umbo    ,20,MAR,20/03/1994,Lodge    ,unknown  ,Male    ,1994,UMB,unknown, ------,27/09/1993,27,SEP,1993,3,unknown
ULI,ULIMI   ,Udi     ,21,MAR,21/03/1994,Lodge    ,unknown  ,Male    ,1994,UDI,unknown, ------,24/09/1993,24,SEP,1993,3,unknown
MAV,MAVIN   ,Melok   ,8,APR,08/04/1994,Lodge    ,unknown  ,Female  ,1994,MEL,unknown, ------,07/10/1993,7,OCT,1993,3,unknown
DRE,DREAM   ,Dira    ,8,APR,08/04/1994,Lodge    ,unknown  ,Male    ,1994,DIR,unknown, ------,10/10/1993,10,OCT,1993,3,unknown
SWW,SWEDEN  ,Sidai   ,20,APR,20/04/1994,Nyayo's  ,unknown  ,Female  ,1994,SID,unknown, ------,24/10/1993,24,OCT,1993,1.1,unknown
JAL,JALI    ,Jadu    ,24,APR,24/04/1994,Lodge    ,unknown  ,Female  ,1994,JAD,ULT,Ultra   ,26/10/1993,26,OCT,1993,3,3
JAS,JASPER  ,Joy     ,26,APR,26/04/1994,Lodge    ,unknown  ,Male    ,1994,JOY,unknown, ------,23/10/1993,23,OCT,1993,3,unknown
JOS,JOSIE   ,Juu     ,26,APR,26/04/1994,Lodge    ,unknown  ,Female  ,1994,JUU,ULT,Ultra   ,26/10/1993,26,OCT,1993,3,3
JUP,JUPITER ,Jazz    ,8,MAY,08/05/1994,Lodge    ,unknown  ,Male    ,1994,JAZ,unknown, ------,15/11/1993,15,NOV,1993,3,unknown
VIO,VIOLA   ,Velcro  ,19,MAY,19/05/1994,Dotty's  ,unknown  ,Female  ,1994,VEL,TUZ,Tuzo    ,25/11/1993,25,NOV,1993,1.2,1.2
ALL,ALLEGRO ,Alfa    ,21,MAY,21/05/1994,Dotty's  ,unknown  ,Female  ,1994,ALF,unknown, ------,19/11/1993,19,NOV,1993,1.2,unknown
RAV,RAVEN   ,Raha    ,26,MAY,26/05/1994,Lodge    ,unknown  ,Female  ,1994,RAH,RAD,Radi    ,27/11/1993,27,NOV,1993,3,3
VIR,VIREO   ,Vixen   ,14,JUN,14/06/1994,Dotty's  ,unknown  ,Male    ,1994,VIX,unknown, ------,11/12/1993,11,DEC,1993,1.2,unknown
UNE,UNESCO  ,Ursa    ,18,JUL,18/07/1994,Lodge    ,unknown  ,Female  ,1994,URS,unknown, ------,17/01/1994,17,JAN,1994,3,unknown
DEE,DEER    ,Dada    ,4,AUG,04/08/1994,Lodge    ,unknown  ,Female  ,1994,DAD,unknown, ------,08/02/1994,8,FEB,1994,3,unknown
